Num;"Date ouverture";"Resp ouverture";"Date saisie";"Respsaisie";Date r_solution;"Resp r_solution";Diff Open close;Mois;"Ncmde";"N≠ Facture";"Total net facture";Montant Net _ cr_diter;N client;"Cat_gorie client ";"D_nominationclient";Ref client;N≠bon retour;Identif. classement;N≠ fax client;N≠ tel  client;"Causelitige";Dep cause ltige;Description litige;;Nom du d_l_gue;Marque;Nom encodeuse;"Codearticle";D_nomination article;"Quantit_Produits";Description litige;Departement 1;Date action 1;Description 1;Check 1;Departement 2;Date action 2;Description 2;Check2;Close date;Check;Contr_le logistique ;Extra info;N≠ note de cr_dit;"Nouvellefacture";Code solution;"Date Relanc_";NCR MED NOMBRE;Dossier d_gat ;Ref dossier d_gats;Info NC transporteur 
2637;2/09/14;IMAN;10/09/14;IMAN;24/10/14;IMAN;cloture;2014/09;30022884;367795;;;7266;3. PHARMA;DECAPHAR APOT ALLEGAERT;;201400657;D PH;0; ;6. Erreur admin;Commercial;Erreur encodage;6. Erreur adminCommercialErreur encodage;JAN DEBURCHGRAEVE;DUCRAY - A-DERMA;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;11/09/14;VOIR ACTION 2;;ADV;12/09/14;Mise _ jour Fiche Client + NC T7 + Nvlle cmde T3;;12/09/14;;24-oct;;40002670-7;;11. NC + refac;;;;;
2638;6/08/14;IMAN;10/09/14;IMAN;;;93;2014/08;30021689;364123;;;9031;;;;;A PH;0;;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;LOTTE LEPAGE;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;11/09/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;11/09/14;Demande enlèvement transporteur;;23/09/14;;;;;;4. Nvlle cmde + NC;;;;;
2639;22/07/14;IMAN;10/09/14;IMAN;;;108;2014/07;30020923;362910;;;4730;3. PHARMA;APOT ST-JACOB BVBA;;;S PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;LAURE-ANNE VAN HEUVERSWYN;KLORANE;ELECTRONIQUE;522177;K-DUO BB GEL MOUSS 500ML;;;ADV;11/09/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;11/09/14;Demande enlèvement transporteur;;23/09/14;;;;;;4. Nvlle cmde + NC;;;;;
2640;29/07/14;IMAN;10/09/14;IMAN;;;101;2014/07;30021348;363531;;;8371;3. PHARMA;APOT VAN OVERBERGE BVBA;;;V PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;CHARLOTTE GHEKIERE;AVENE;ELECTRONIQUE;513040;A-HYDRA OPT LEG UV 40ML;;;ADV;11/09/14;Cde +/- et refact T1 des produits livr_ en trop;;Transp;11/09/14;Demande enlèvement transporteur;;23/09/14;;;;;;4. Nvlle cmde + NC;;;;;
2641;29/07/14;IMAN;10/09/14;IMAN;;;101;2014/07;30019377;363465;;;3369;3. PHARMA;VIVANTIA CVBA;;;V PH;0;APB:246004;4. Excès - Cr_diter - enlevement;Transport;Erreur de Livraison;4. Excès - Cr_diter - enlevementTransportErreur de Livraison;SIGRID HEIREMANS;DUCRAY - A-DERMA;ELECTRONIQUE;515239;D-NUTRICE EMUL 100ML;;;Transp;11/09/14;Mail transporteur;;Transp;11/09/14;Demande enlèvement transporteur;;23/09/14;;;;;;13. NC voir retour stock;;;;;
2642;29/07/14;IMAN;10/09/14;IMAN;;;101;2014/07;30015331;363463;;;3369;3. PHARMA;VIVANTIA CVBA;;;V PH;0;APB:246004;4. Excès - Cr_diter - enlevement;Transport;Erreur de Livraison;4. Excès - Cr_diter - enlevementTransportErreur de Livraison;SOFIE VAN HOOF;AVENE;ELECTRONIQUE;519086;A-PROMO LOT PX INTOL300ML;;;Transp;11/09/14;Mail transporteur;;Transp;11/09/14;Demande enlèvement transporteur;;23/09/14;;;;;;13. NC voir retour stock;;;;;
2643;31/07/14;IMAN;10/09/14;IMAN;;;99;2014/07;30021404;363737;;;1760;3. PHARMA;PCIE BOLLY CARINNE;;;B PH;0; ;3. Excès - Facturer;Picking;Produit;3. Excès - FacturerPickingProduit;REGINE BOUSSON;DUCRAY - A-DERMA;ELECTRONIQUE;517868;C-DERMALIB+ CR 50ML;15;;#N/A;#N/A;#N/A;;#N/A;#N/A;#N/A;;#N/A;;;;;;#N/A;;;;;
2644;31/07/14;IMAN;10/09/14;IMAN;;;99;2014/07;30021671;363828;;;15016;1. COIFFEURS;FERBER HAIR & STYLE SARL - MERSCH;;;F PH;0; ;4. Excès - Cr_diter - enlevement;Transport;Erreur de Livraison;4. Excès - Cr_diter - enlevementTransportErreur de Livraison;VALERIE SMAL;FURTERER;ELECTRONIQUE;638700;F-NATURIA SHP SEC 150ML;;;Transp;11/09/14;Mail transporteur;;Transp;11/09/14;Demande enlèvement transporteur;;23/09/14;;;;;;13. NC voir retour stock;;;;;
2645;30/07/14;IMAN;10/09/14;IMAN;30/10/14;ENZA;cloture;2014/07;30021491;363675;;;8698;3. PHARMA;PATRONA PHARMA GROUP NV;;201400598;P PH;0; ;4. Excès - Cr_diter - enlevement;Transport;Erreur de Livraison;4. Excès - Cr_diter - enlevementTransportErreur de Livraison;ETIENNE VANDREPOL;AVENE;ELECTRONIQUE;517483;C-EXO HUILE NETT 200ML;;;Transp;11/09/14;Mail transporteur;30/09/14;Transp;11/09/14;Demande enlèvement transporteur;30/09/14;23/09/14;;17-oct;RECUPRODUITS PAS CDE - RETOUR + NC A FAIRE;0040002715-8;;13. NC voir retour stock;;;;;
2646;11/08/14;IMAN;10/09/14;IMAN;6/10/14;AUDREY;cloture;2014/08;30021983;364322;;;1004;3. PHARMA;SUPERPHAR;;;S PH;0; ;4. Excès - Cr_diter - enlevement;Transport;Erreur de Livraison;4. Excès - Cr_diter - enlevementTransportErreur de Livraison;REGINE BOUSSON;DUCRAY - A-DERMA;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;Transp;11/09/14;Mail transporteur;;Transp;11/09/14;Demande enlèvement transporteur;;23/09/14;;;;;0030026470 +/- / 0030026471 REF;13. NC voir retour stock;;;;;
2647;8/07/14;IMAN;10/09/14;IMAN;;;122;2014/07;30019805;361884;;;3384;3. PHARMA;APOT KROLS ILSE BVBA;;;K PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;LOTTE LEPAGE;AVENE;ELECTRONIQUE;517834;A-CR PX INTOL DFI 50ML;3;;ADV;11/09/14;Facturation des produits livr_s en trop T1;;Transp;11/09/14;Demande enlèvement transporteur;;23/09/14;;;;;;13. NC voir retour stock;;;;;
2648;18/08/14;IMAN;10/09/14;IMAN;20/10/14;IMAN;cloture;2014/08;30022298;364670;616,44;;7400;3. PHARMA;APOT DE REIGER BVBA;;201400587;D PH;0; ;4. Excès - Cr_diter - enlevement;Transport;Erreur de Livraison;4. Excès - Cr_diter - enlevementTransportErreur de Livraison;LOTTE LEPAGE;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;Transp;11/09/14;Mail transporteur;23/09/14;Transp;11/09/14;Demande enlèvement transporteur;;23/09/14;;17-oct;MANQUE 4 TOL EXTR CR - RECU 4 CPI EN TROP - CDE RECTIF STOCK + RETOUR;40002588;0030025406-1 / 0030025407-1;13. NC voir retour stock;;;;;
2649;18/08/14;IMAN;11/09/14;IMAN;;;81;2014/08;30022281;364645;;;4617;3. PHARMA;PHARMA SANTE SCRL;;;P PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;ANNA SECCHI;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;12/09/14;Facturation des produits livr_s en trop T1;;Transp;12/09/14;Demande enlèvement transporteur;;24/09/14;;;;;;13. NC voir retour stock;;;;;
2650;18/08/14;IMAN;11/09/14;IMAN;;;81;2014/08;30022309;364675;;;7946;3. PHARMA;APOT AMPE BVBA;;;A PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;JAN DEBURCHGRAEVE;DUCRAY - A-DERMA;ELECTRONIQUE;519193;D-KERACN PP CR 2G 30ML;3;;ADV;12/09/14;Facturation des produits livr_s en trop T1;;Transp;12/09/14;Demande enlèvement transporteur;;24/09/14;;;;;;13. NC voir retour stock;;;;;
2651;27/08/14;IMAN;11/09/14;IMAN;;;72;2014/08;60001553;366712;245,44;20,25;343023;3. PHARMA;PCIE POP. DE VERVIERS (HANIN);;201400668;V PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;THIERRY DELHALLE;DUCRAY - A-DERMA;ELECTRONIQUE;515127;D-KERACN STICK CORRECT;4;;ADV;12/09/14;Facturation des produits livr_s en trop T1;16/10/14;Transp;12/09/14;Demande enlèvement transporteur;;24/09/14;;24-oct;PRODUITS PAS CDE -RETOUR + NC A FAIRE;;;13. NC voir retour stock;;;;;
2652;21/08/14;IMAN;11/09/14;IMAN;;;78;2014/08;60000128;365274;;;1743;3. PHARMA;APOT APOBEL;;;A PH;0;APB:418108;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;KAREN BROCHE;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;12/09/14;Facturation des produits livr_s en trop T1;;Transp;12/09/14;Demande enlèvement transporteur;;24/09/14;;;;;;13. NC voir retour stock;;;;;
2653;21/05/14;IMAN;11/09/14;IMAN;9/10/14;AUDREY;cloture;2014/05;80000200;357811;;;6280;3. PHARMA;PCIE DU CENTRE A (IASIS);;;P PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;ERIC SPELTINCKX;KLORANE;ELECTRONIQUE;516471;K-SHP PIVOINE 400ML;7;;ADV;12/09/14;Facturation des produits livr_s en trop T1;;Transp;12/09/14;Demande enlèvement transporteur;;24/09/14;;;;40002291;;13. NC voir retour stock;;;;;
2654;29/07/14;IMAN;11/09/14;IMAN;;;101;2014/07;30021411;363537;;;45114;3. PHARMA;PCIE VERTE FEUILLE (DYNA114);;;V PH;0; ;4. Excès - Cr_diter - enlevement;Transport;Erreur de Livraison;4. Excès - Cr_diter - enlevementTransportErreur de Livraison;THOMAS CISTRIANI;FURTERER;ELECTRONIQUE;521589;F-TRIPHAS 8FLC 14;;;Transp;12/09/14;Mail transporteur;;Transp;12/09/14;Demande enlèvement transporteur;;24/09/14;;;;;;13. NC voir retour stock;;;;;
2655;21/08/14;IMAN;11/09/14;IMAN;16/10/14;AUDREY;cloture;2014/08;30022380;365423;;;10007;3. PHARMA;PCIE SERVAIS;;201400574;S PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;DAMIEN PRANGER;AVENE;ELECTRONIQUE;515312;A-GOMMAGE DX CORPOREL;3;;ADV;12/09/14;Facturation des produits livr_s en trop T1;16/09/14;Transp;12/09/14;Demande enlèvement transporteur;;24/09/14;;17-oct;PRODUITS NON CDE NC A FAIRE;4002526/0040002585;;13. NC voir retour stock;;;;;
2656;27/08/14;IMAN;11/09/14;IMAN;;;72;2014/08;50004468;366707;;;343042;3. PHARMA;PCIE POP. DE VERVIERS;;;V PH;0;APB:637603;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;ANNA SECCHI;AVENE;ELECTRONIQUE;649249;A-TRIACN 30ML;4;;ADV;12/09/14;Facturation des produits livr_s en trop T1;;Transp;12/09/14;Demande enlèvement transporteur;;24/09/14;;;;;;13. NC voir retour stock;;;;;
2657;22/08/14;IMAN;11/09/14;IMAN;25/09/14;ENZA;cloture;2014/08;60001381;365607;;;3224;3. PHARMA;APOT LEFEVER - FEYAERTS NV;;;A PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;SIGRID HEIREMANS;DUCRAY - A-DERMA;ELECTRONIQUE;512285;C-EXO BAUME 400ML;9;;ADV;12/09/14;Facturation des produits livr_s en trop T1;;Transp;12/09/14;Demande enlèvement transporteur;;24/09/14;;;RETOUR VIA SIEGRIEG TEL 24/09- COR CDE + NC RECTIF STOCK OK + COR. VIA DEL;0040002229-8;0030025672-1;13. NC voir retour stock;;;;;
2658;5/09/14;IMAN;11/09/14;IMAN;21/10/14;IMAN;cloture;2014/09;60001164;368498;;;7262;3. PHARMA;JECO FARMA BVBA;;201400622;J PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;JAN DEBURCHGRAEVE;DUCRAY - A-DERMA;ELECTRONIQUE;524800;D-TRIO ANACAPS PRIX PROMO;25;;ADV;12/09/14;Facturation des produits livr_s en trop T1;7/10/14;Transp;12/09/14;Demande enlèvement transporteur;;24/09/14;;17-oct;RECU CDE EN DOUBLE RETOUR + NC A FAIRE;40002568;;13. NC voir retour stock;;;;;
2659;28/08/14;IMAN;11/09/14;IMAN;;;71;2014/08;50004347;365737;165,32;;4106;3. PHARMA;APOT BEGIJNTJE;;201400625;A PH;0; ;2. Trop peu - Cr_diter;Transport;Casse;2. Trop peu - Cr_diterTransportCasse;SOFIE VAN HOOF;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;12/09/14;VOIR ACTION 2;9/10/14;Transp;12/09/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);;24/09/14;;;RECU PRODUITS ABIMES A LA LIVRAISON - CDE 50004347 ET 30022727-RETOUR + NC + COR.CDE;;0030026772-1;3. NC avec r_int_gration;;;;;
2660;27/03/14;ENZA;11/09/14;ENZA;11/09/14;ENZA;cloture;2014/03;RETOUR PERIMES;;;;1474;1;HANFF SARL ET CIE SECS;REF 537891-537892-537893;;H GRO;0; ;5. P_rim_s;Commercial;Demande de NC;5. P_rim_sCommercialDemande de NC;GROSSISTE;N/A;;PLUSIEURS;PLUSIEURS;;;ADV;12/09/14;VOIR ACTION 2;11/09/14;ADV;13/09/14;Etablir NC T8 entrepot 17;11/09/14;13/09/14;;;RETOUR PERIMES ACCORD SBO - NC A FAIRE;0040002062-8 /2063/2064/2065;;2. NC sans r_int_gration;;;;;
2661;28/08/14;IMAN;11/09/14;IMAN;;;71;2014/08;50004262;367047;;;4248;3. PHARMA;APOT BENEDICTE VERMEULEN;;201400610;A PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;SOFIE VAN HOOF;AVENE;ELECTRONIQUE;523817;A-PROMO CLEAN GEL 50% 300;6;;ADV;12/09/14;Facturation des produits livr_s en trop T1;3/10/14;Transp;12/09/14;Demande enlèvement transporteur;3/10/14;24/09/14;;17-oct;;;;13. NC voir retour stock;;;;;
2662;28/08/14;IMAN;11/09/14;IMAN;17/09/14;ENZA;cloture;2014/08;60001701;367288;;;7450;2;PCIE ST-JOB;;;S PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;NADINE GRILLMAIER;DUCRAY - A-DERMA;ELECTRONIQUE;526854;C-DISP BME LEVRES PLEIN;2;;ADV;12/09/14;Facturation des produits livr_s en trop T1;17/09/14;Transp;12/09/14;Demande enlèvement transporteur;17/09/14;24/09/14;;;MANQUE 2 DISPLAY BL - A ENVOYER;;0030024806-1;13. NC voir retour stock;;;;;
2663;21/08/14;IMAN;11/09/14;IMAN;21/10/14;IMAN;cloture;2014/08;30022383;365429;264,5;29,03;10078;3. PHARMA;PCIE SERVAIS DIANE;;201400602;S PH;0; ;4. Excès - Cr_diter - enlevement;Commercial;Erreur encodage;4. Excès - Cr_diter - enlevementCommercialErreur encodage;DAMIEN PRANGER;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;4;;ADV;12/09/14;Facturation des produits livr_s en trop T1;1/10/14;Transp;12/09/14;Demande enlèvement transporteur;;24/09/14;;17-oct;RETOUR + NC A FAIRE;40002578;;13. NC voir retour stock;;;;;
2664;29/08/14;IMAN;11/09/14;IMAN;27/10/14;IMAN;cloture;2014/08;30022992;367348;;;1443;3. PHARMA;PCIE LUGEN;;;L PH;0; ;2. Trop peu - Cr_diter;Transport;Colis manquant;2. Trop peu - Cr_diterTransportColis manquant;ANNA SECCHI;AVENE;ELECTRONIQUE;648726;A-GOMMAGE DX PURIF 50ML;;;Transp;12/09/14;V_rification sur le site + mail;;Transp;13/09/14;NC T8;;#VALUE!;;;;;30028188;11. NC + refac;;;;;
2665;3/09/14;IMAN;11/09/14;IMAN;;;65;2014/09;30023011;368022;;;8071;3. PHARMA;VIDAFAR;;;V PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;KAREN BROCHE;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;12/09/14;Facturation des produits livr_s en trop T1;;Transp;12/09/14;Demande enlèvement transporteur;;24/09/14;;;;;;13. NC voir retour stock;;;;;
2666;8/07/14;IMAN;11/09/14;IMAN;;;122;2014/07;30019805;361884;;;3384;3. PHARMA;APOT KROLS ILSE BVBA;;;V PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;LOTTE LEPAGE;AVENE;ELECTRONIQUE;517834;A-CR PX INTOL DFI 50ML;3;;ADV;12/09/14;Facturation des produits livr_s en trop T1;;Transp;12/09/14;Demande enlèvement transporteur;;24/09/14;;;;;;13. NC voir retour stock;;;;;
2667;20/08/14;IMAN;11/09/14;IMAN;;;79;2014/08;70000821;365103;;;8578;3. PHARMA;LOMA PHARMA BVBA;;;L PH;0; ;2. Trop peu - Cr_diter;Transport;Casse;2. Trop peu - Cr_diterTransportCasse;DOMINIQUE AUDENAERT;FURTERER;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;12/09/14;VOIR ACTION 2;;Transp;12/09/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);;24/09/14;;;;;;3. NC avec r_int_gration;;;;;
2668;29/08/14;IMAN;11/09/14;IMAN;4/11/14;AUDREY;cloture;2014/08;60002007;367607;;;8664;3. PHARMA;PCIE DE L'EUROPE-KIKUJIRO SA;;;D PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;NADINE GRILLMAIER;DUCRAY - A-DERMA;ELECTRONIQUE;;;;;ADV;12/09/14;Facturation des produits livr_s en trop T1;;Transp;12/09/14;Demande enlèvement transporteur;;24/09/14;;;voir litige 3096;;;13. NC voir retour stock;;;;;
2669;28/03/14;IMAN;11/09/14;IMAN;21/10/14;IMAN;cloture;2014/03;30011920;350080;;;1950;3. PHARMA;PCIE ARS SYLVIE;;201400607;A PH;0; ;4. Excès - Cr_diter - enlevement;ADV;Erreur encodage;4. Excès - Cr_diter - enlevementADVErreur encodage;DAMIEN PRANGER;AVENE;ELECTRONIQUE;518797;A-TRIX+ CR 400ML;2;;ADV;12/09/14;Facturation des produits livr_s en trop T1;1/10/14;Transp;12/09/14;Demande enlèvement transporteur;;24/09/14;;17-oct;CL RECU PRODUITS SUR COR. CDE LIT 1427 - RETOUR + NC A FAIRE;40002574;;13. NC voir retour stock;;;;;
2670;4/09/14;ENZA;16/09/14;ENZA;;;64;2014/09;60002209;368297;;;10106;3. PHARMA;APOT DE VOS;;201400575;D PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;SIGRID HEIREMANS;DUCRAY - A-DERMA;ELECTRONIQUE;494809;D-FLOORDISP ANACAPS;1;;ADV;17/09/14;Cde +/- et refact T1 des produits livr_ en trop;16/09/14;Transp;17/09/14;Demande enlèvement transporteur;;29/09/14;;25/sep;CLIENT RECU PRES DE SOL CLEANCE AU LIEU DU DISPLAY ANACAPS ;;30024799-1;4. Nvlle cmde + NC;;;;;
2671;5/09/14;ENZA;16/09/14;ENZA;16/09/14;ENZA;cloture;2014/09;30023129;368411;;;1455;2;PCIE GUILMIN-LAMBEAU SA;;;G PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;REGINE BOUSSON;DUCRAY - A-DERMA;ELECTRONIQUE;525348;D-DISP  DIASEP PLEIN 14;1;;ADV;17/09/14;Cde +/- et refact T1 des produits livr_ en trop;16/09/14;Transp;17/09/14;Demande enlèvement transporteur;16/09/14;29/09/14;;;CLIENT RECU 1 PCS DIASEPTYL AU LIEU DE 1 DISPLAY PLEIN- FACT PCS RECUE+COR CDE;;0030024801-1 / 0030024800-1;4. Nvlle cmde + NC;;;;;
2672;29/08/14;ENZA;16/09/14;ENZA;16/09/14;ENZA;cloture;2014/08;60001625;367529;;;8109;2;GS PHARMA BVBA;;;P PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;JAN DEBURCHGRAEVE;DUCRAY - A-DERMA;ELECTRONIQUE;512285;C-EXO BAUME 400ML;2;;ADV;17/09/14;Cde +/- et refact T1 des produits livr_ en trop;16/09/14;Transp;17/09/14;Demande enlèvement transporteur;16/09/14;29/09/14;;;MANQUE 2 PCS A LA LIVRAISON;;0030024802-1;4. Nvlle cmde + NC;;;;;
2673;6/06/14;IMAN;12/09/14;IMAN;23/10/14;ENZA;cloture;2014/06;30017345;359145;232,6;;2264;3. PHARMA;PCIE GOFFIN;;;G PH;0; ;1. Trop peu - faire suivre;Picking;Erreur de produit;1. Trop peu - faire suivrePickingErreur de produit;ERIC SPELTINCKX;KLORANE;ELECTRONIQUE;512624;K-GEL DCH ESCALE AZUR 200;9;;#N/A;#N/A;#N/A;23/10/14;#N/A;#N/A;#N/A;23/10/14;#N/A;;;MANQUE 9 GEL DOUCH ESCALE AZUR 200 ML- RECU 9 75 ML A LA PLACE -RENDU AU TRANSPORTEUR;;0030028036-1 / 0030028037-1 / 0030028039;#N/A;;;;;
2674;14/08/14;IMAN;12/09/14;IMAN;;;85;2014/08;;364516;;;900102;3. PHARMA;MULTIPHARMA 102;;;M PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;ANNELEEN VAN BOCKSTAEL;AVENE;ELECTRONIQUE;523653;A-PROMO CICALF CR -2E;4;;ADV;13/09/14;Facturation des produits livr_s en trop T1;;Transp;13/09/14;Demande enlèvement transporteur;;25/09/14;;;;;;13. NC voir retour stock;;;;;
2675;21/08/14;IMAN;12/09/14;IMAN;9/10/14;ENZA;cloture;2014/08;30022384;365431;135,43;24,26;10089;3. PHARMA;PCIE SERVAIS JODOIGNE;;201400626;S PH;0; ;4. Excès - Cr_diter - enlevement;Picking;Erreur de produit;4. Excès - Cr_diter - enlevementPickingErreur de produit;DAMIEN PRANGER;AVENE;ELECTRONIQUE;518313;A-YSTHE+ CR 30ML;2;;ADV;13/09/14;Facturation des produits livr_s en trop T1;9/10/14;Transp;13/09/14;Demande enlèvement transporteur;9/10/14;25/09/14;9/10/14;24-oct;CDE YSTHEAL CR RECU REFLEX SOLAIRE - CDE RECTIF + RETOUR + NC;0040002416-8;0030026774-1;13. NC voir retour stock;;;;;
2676;19/08/14;IMAN;12/09/14;IMAN;10/10/14;AUDREY;cloture;2014/08;30022312;364806;;;2537;3. PHARMA;DE SERVICE APOT BVBA;;;D PH;0; ;2. Trop peu - Cr_diter;Transport;Casse;2. Trop peu - Cr_diterTransportCasse;THIERRY DELHALLE;DUCRAY - A-DERMA;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;13/09/14;VOIR ACTION 2;;Transp;13/09/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);;25/09/14;;;;40002424;;3. NC avec r_int_gration;;;;;
2677;12/08/14;IMAN;12/09/14;IMAN;;;87;2014/08;30022058;364382;;;3430;3. PHARMA;V-PHARMA (PPV);;;V PH;0; ;5. P_rim_s;Commercial;Demande de reprise;5. P_rim_sCommercialDemande de reprise;THIERRY DELHALLE;DUCRAY - A-DERMA;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;Transp;13/09/14;Demande enlèvement transporteur;;ADV;13/09/14;Etablir NC T8 entrepot 17;;25/09/14;;;;;;2. NC sans r_int_gration;;;;;
2678;21/08/14;IMAN;12/09/14;IMAN;;;78;2014/08;30022448;365388;;;3430;3. PHARMA;V-PHARMA (PPV);;201400643;V PH;0; ;5. P_rim_s;Commercial;Demande de reprise;5. P_rim_sCommercialDemande de reprise;ERIC SPELTINCKX;KLORANE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;Transp;13/09/14;Demande enlèvement transporteur;;ADV;13/09/14;Etablir NC T8 entrepot 17;;25/09/14;;24-oct;;;;2. NC sans r_int_gration;;;;;
2679;25/08/14;IMAN;12/09/14;IMAN;;;74;2014/08;660000221;336174;;;5037;3. PHARMA;APOT BLINDEMAN BVBA;;;B PH;0; ;5. P_rim_s;Commercial;Demande de reprise;5. P_rim_sCommercialDemande de reprise;KAREN BROCHE;AVENE;ELECTRONIQUE;524800;D-TRIO ANACAPS PRIX PROMO;15;;Transp;13/09/14;Demande enlèvement transporteur;;ADV;13/09/14;Etablir NC T8 entrepot 17;;25/09/14;;;;;;2. NC sans r_int_gration;;;;;
2680;9/09/14;ENZA;12/09/14;ENZA;14/10/14;ENZA;cloture;2014/09;30023452;368779;;;720030;3. PHARMA;DE LINDEBOOM BOOM (ZORG 146);;201400645;D PH;0; ;2. Trop peu - Cr_diter;Transport;Casse;2. Trop peu - Cr_diterTransportCasse;LOTTE LEPAGE;AVENE;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;ADV;13/09/14;VOIR ACTION 2;12/09/14;Transp;13/09/14;Demande enlèvement transporteur + NC T8 ou destruction (MF);;25/09/14;;24-oct;CL REFUSE COLIS - CASSE - EN RET A NIVELLES - MAIL MFV 14/10/14;;0030027123-1;3. NC avec r_int_gration;;;;;
2681;12/02/14;IMAN;12/09/14;IMAN;7/10/14;ENZA;cloture;2014/02;330007692;343456;;;3333;3. PHARMA;APOT HOEVENAEGHEL NV;;;H PH;0; ;1. Trop peu - faire suivre;Picking;Produit;1. Trop peu - faire suivrePickingProduit;SOFIE VAN HOOF;AVENE;ELECTRONIQUE;517844;A-CR PX INTOL RICH DFI 50;;;ADV;13/09/14;Cde +/- et refact T1 des produits livr_ en trop;7/10/14;Transp;13/09/14;Demande enlèvement transporteur;7/10/14;25/09/14;;;SUR LES 6 PCS LE CLIENT A RECU 1 EMBALLAGE VIDE NC A FAIRE;0040002308-7;;4. Nvlle cmde + NC;;;;;
2682;12/02/14;ENZA;12/09/14;ENZA;12/09/14;ENZA;cloture;2014/02;70000723;365006;;;4513;2;APOT VERHOFSTEDE-SURMONT BVBA;;;V PH;0;APB:344107;1. Trop peu - faire suivre;Transport;Colis manquant;1. Trop peu - faire suivreTransportColis manquant;DOMINIQUE AUDENAERT;FURTERER;ELECTRONIQUE;PLUSIEURS;PLUSIEURS;;;Transp;13/09/14;V_rification sur le site + mail;12/09/14;ADV;14/09/14;Colis localis_ - relivraison / perdu - NC T7 + T1;12/09/14;#VALUE!;12/09/14;;COLIS PERDU - PRODUITS A REMPLACER + FAIRE CLAIM AU TRANSPORTEUR;;0030024470-1;7. Commande _ 100%;;;;;
